mid. w2 +1 w1 w2 eos +2 eos mid. mid. -1	0 5	0 5
w2 mid. w2 -3 -1 eos -1 -1 eos ini. +1 w2 w3 -3 -1	0 0 0 1 7 6 5	0 0 0 1 7 6 5
+3 mid. +3 w2 rep. eos -1 fin. w2 eos +3 -2 -2 w2 -3	0 3 3 3 4 4 4 5	0 3 3 3 4 4 4 5
w3 w1 mid. +1 eos eos +1 -3 -3 +2 mid. -3 -2	0 0 0 0 1 1 2 6 7 4	0 0 0 0 1 1 2 6 7 4
w3 w2 +3 -1 eos w3 fin. fin. +2 -1 -1 -3	0 0 0 0 1 1 1 2 5 5 5 5 6 11 8 10 9 8 10 9 8 10 9 8	0 0 0 0 1 1 1 2 5 5 5 5 6 11 8 10 9 8 10 9 8 10 9 8
w3 mid. mid. -1 w1 -2 w2 w3 -1 w2 +1 eos w3 -1 fin. +2 w1 -3	0 0 0 0 1 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7 7	0 0 0 0 1 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7 7
mid. w1 w1 w2 -3 rep. +1 -1 +2 eos -2 w1 +3 mid. -1 mid. mid.	0 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8	0 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8
mid. w1 -1 w2 -2 w3 +3 +3 w1 +1 eos -2 -3 w2 w2 -2 w1 w3 -3	0 9 10	0 9 10
mid. -1 mid. fin. -3 eos fin. +1 +2 +2 -3 -1 +2 w1 w2 -2 -2	0 8 10 7 8 10 7 8 10 7 8 10 7 8 10 7 8 10 7 8 10 7 8 10	0 8 10 7 8 10 7 8 10 7 8 10 7 8 10 7 8 10 7 8 10 7 8 10
+2 w1 mid. +3 -2 +2 +2 fin. +2 +3 -1 w1 eos +3 w1 -1 w3 -2	0 2 8 10 9 12	0 2 8 10 9 12
w1 +3 -2 -2 ini. w3 eos -2 -1 eos eos -2 +3 w3 w2 w3 +2 w3 mid.	0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 4	0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 4
w1 +2 -2 w3 -1 -1 fin. eos w2 +1 +2 +3 eos eos mid. +1 mid.	0 0 1 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3	0 0 1 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3
+1 +2 +3 rep. -3 ini. eos w1 w3 eos eos eos eos rep. eos +3 -1 mid. -3	0 1 3 5 0 1 3 5 0 1 3 5 0 1 3 5 0 1 3 5 0 1 3 5	0 1 3 5 0 1 3 5 0 1 3 5 0 1 3 5 0 1 3 5 0 1 3 5
+1 mid. -1 +1 ini. eos eos +1 +1 -1 eos w2 +2 ini. w1 w1 +1 -3	0 1 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9	0 1 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9 8 9
+1 +1 mid. +3 w3 +2 w3 eos w3 +2 +1 -3	0 1 2 5 7	0 1 2 5 7
+2 w2 +3 eos eos w2 +1 w2 fin. -2 -1 w3 +1 mid. mid. -1	0 2 5 5 5 6 7 7 7 8 15 14 7 7 7 8 15 14 7 7 7 8 15 14	0 2 5 5 5 6 7 7 7 8 15 14 7 7 7 8 15 14 7 7 7 8 15 14
mid. -1 +3 +2 +2 fin. eos +2 -2 +1 -2 rep. w2 w1 mid.	0 7 9 10 8 6	0 7 9 10 8 6
w1 w2 mid. w2 -1 w1 +1 w1 w1 w3 eos eos +1 eos mid. +1 -3	0 0 1 1 1 2 8 8 9 9 9 9 10	0 0 1 1 1 2 8 8 9 9 9 9 10
+1 w1 +2 +1 -1 ini. -3 -2 w1 -1 fin. eos eos w3 eos -2 mid. -2	0 1 1 2 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3	0 1 1 2 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3
mid. w1 w2 fin. -1 eos eos +3 eos eos mid. mid. mid.	0 6	0 6
w2 +3 +2 +2 +1 w3 rep. eos +3 -3 w3 -1 -2 -2	0 0 0 1 4 5 5 5 5 6 6 6 6 7	0 0 0 1 4 5 5 5 5 6 6 6 6 7
+3 mid. +1 -1 +2 eos rep. -2 -3 -2 w2 +2 mid. mid. mid.	0 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3	0 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3
mid. w3 +1 w2 w1 eos -2 eos -1 mid. mid.	0 5	0 5
mid. -1 mid. w1 rep. +3 +2 eos +2 eos w2 w2 mid. -3	0 6 8 10 10 10 11 11 11 12 6 8 10 10 10 11 11 11 12 6 8 10 10 10	0 6 8 10 10 10 11 11 11 12 6 8 10 10 10 11 11 11 12 6 8 10 10 10
w3 +2 w2 -2 ini. eos eos eos -3 eos rep. ini. fin. -3 +3 +2 +1 -1 -3	0 0 0 0 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3	0 0 0 0 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3
+1 -1 mid. ini. w1 eos fin. fin. fin. w2 -1 -3	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
mid. +3 +3 +2 w1 -2 eos eos -1 w3 eos +1 -1 +3 -1 -2 -2 w3 mid.	0 9 9 9 9 10	0 9 9 9 9 10
mid. w3 -1 eos eos +3 +1 w3 -1 mid. -2	0 5 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7	0 5 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7 7 7 7 8 7
+2 w3 w3 -2 ini. +1 eos +3 w1 w2 ini. -3 w2 fin. w3 rep. -2 w2 mid.	0 2 2 2 2 3 1 1 1 1 2 2 2 2 3 1 1 1 1 2 2 2 2 3	0 2 2 2 2 3 1 1 1 1 2 2 2 2 3 1 1 1 1 2 2 2 2 3
w3 w3 -1 -1 -3 w2 eos eos eos mid. w2 -2	0 0 0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2	0 0 0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2
mid. w3 -1 -2 w1 w1 eos eos -3 +3 +1 ini. mid. -1 mid.	0 7	0 7
w2 mid. +3 eos rep. +1 -2 +3 +2 +1 ini. -1 +1 +1 eos eos +1 mid. mid.	0 0 0 1 9 10 0 0 0 1 9 10 0 0 0 1 9 10 0 0 0 1 9 10	0 0 0 1 9 10 0 0 0 1 9 10 0 0 0 1 9 10 0 0 0 1 9 10
mid. +2 -2 -3 eos eos -1 +2 +2 w2 -2	0 5	0 5
w2 +3 w3 ini. -2 -1 rep. eos rep. -1 ini. -3 -3 -3	0 0 0 1 4 2 2 2 2 3 0 0 0 1 4 2 2 2 2 3 0 0 0 1	0 0 0 1 4 2 2 2 2 3 0 0 0 1 4 2 2 2 2 3 0 0 0 1
mid. mid. -1 +3 -1 eos eos eos -3 -3 mid.	0 5	0 5
+1 +3 mid. rep. eos eos eos eos ini. mid. w3 mid.	0 1 4	0 1 4
mid. w3 +3 fin. -1 rep. +2 fin. -2 +1 +3 +1 mid. -2	0 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6	0 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6
w2 w1 mid. ini. w1 eos fin. +2 w3 +1 -3 eos rep. -1 -1 eos mid. +1 -2	0 0 0 1 1 2 9 10 7 9 10 7 9 10 7 9 10 7 9 10 7 9 10 7	0 0 0 1 1 2 9 10 7 9 10 7 9 10 7 9 10 7 9 10 7 9 10 7
w3 -1 +1 fin. ini. -3 +1 w3 +1 -2 eos eos rep. -2 +1 eos +1 mid. +1 -2	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
mid. w1 w1 -2 +3 +2 eos ini. -3 rep. -1 rep. ini. fin. -1 +1 +2 -1 w1 mid.	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
w2 w2 mid. +1 +1 +2 w2 +3 +3 rep. w2 -2 w3 -2 +3 w3 w2 -2	0 0 0 1 1 1 2 8 11 9 7 10 10 10 11 9 7 10 10 10 11 9 7 10	0 0 0 1 1 1 2 8 11 9 7 10 10 10 11 9 7 10 10 10 11 9 7 10
mid. w1 w2 ini. +3 w2 eos eos -1 eos +1 w3 -3 ini. fin. +1 +1 w1 -3 -2	0 9	0 9
mid. w2 w2 fin. ini. fin. +1 eos +3 fin. +3 w1 +1 -1 +3 ini. w3 w3 -2	0 9 18 16 16 16 16 17 17 17 17 18 16 16 16 16 17 17 17 17 18 16 16 16	0 9 18 16 16 16 16 17 17 17 17 18 16 16 16 16 17 17 17 17 18 16 16 16
+1 w2 -2 +2 rep. -3 w2 eos +3 ini. eos eos +1 eos -3 w2 -3 +2 +1 -1	0 1 1 1 2 0 1 1 1 2 0 1 1 1 2 0 1 1 1 2 0 1 1 1	0 1 1 1 2 0 1 1 1 2 0 1 1 1 2 0 1 1 1 2 0 1 1 1
w1 +1 mid. -3 rep. -3 +3 -3 fin. rep. w2 +1 -1	0 0 1 2 6 9 12 11 12 11 12 11 12 11 12 11 12 11 12 11 12 11 12 11	0 0 1 2 6 9 12 11 12 11 12 11 12 11 12 11 12 11 12 11 12 11 12 11
w1 +1 -2 -3 w3 +1 eos -3 -1 -1 -3	0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2	0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2
+2 w1 +3 +1 w1 fin. -3 fin. +2 rep. w3 rep. -2 +3 w3 w2 -1 mid. mid.	0 2 5 18 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9	0 2 5 18 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
w3 w1 -2 eos eos eos -1 rep. mid. -3 -2	0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0	0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0
w1 +2 w3 eos w1 eos eos eos w2 mid. mid.	0 0 1 3	0 0 1 3
+1 w2 w2 -3 -1 rep. -2 +2 eos rep. rep. +1 w1 eos w3 eos w2 -3 mid.	0 1 1 1 2 2 2 3 0 1 1 1 2 2 2 3 0 1 1 1 2 2 2 3	0 1 1 1 2 2 2 3 0 1 1 1 2 2 2 3 0 1 1 1 2 2 2 3
w1 +3 w2 w3 eos rep. fin. w2 eos eos eos fin. eos eos w3 w1 +1 mid.	0 0 1 4	0 0 1 4
+2 +1 mid. +3 w3 -1 w2 +3 -1 +1 -3 w3 w1 eos eos eos +1 -1 -3	0 2 9 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10	0 2 9 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10 7 10
mid. w1 +1 w3 +2 eos eos eos -2 -1 -1 fin. +1 -1 mid. -1	0 7	0 7
w1 mid. mid. w3 eos eos w1 eos eos -3 w2 eos w2 -1 mid.	0 0 1 7	0 0 1 7
mid. w2 +2 eos eos +2 ini. eos -1 -3 mid. mid. mid.	0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6	0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6 0 6
+1 mid. -2 eos eos -1 eos +1 -2 w1 mid.	0 1 5 4	0 1 5 4
mid. mid. +2 eos -2 rep. fin. w3 -1 fin. +1 -3 mid. -1	0 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13	0 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13 12 6 13
mid. +2 -1 w1 w1 eos ini. w3 fin. +3 eos ini. fin. w3 +2 w1 +1 ini. -3 mid.	0 9 12 19 9 12 19 9 12 19 9 12 19 9 12 19 9 12 19 9 12 19 9 12	0 9 12 19 9 12 19 9 12 19 9 12 19 9 12 19 9 12 19 9 12 19 9 12
mid. +3 +2 fin. +3 rep. -3 eos +2 eos -1 eos +3 +1 w2 ini. w3 -2 -1	0 9	0 9
w2 +2 w1 ini. eos -3 ini. +2 +3 -1 -3 eos -2 w2 +2 w3 +2 mid. mid.	0 0 0 1 3 0 0 0 1 3 0 0 0 1 3 0 0 0 1 3 0 0 0 1	0 0 0 1 3 0 0 0 1 3 0 0 0 1 3 0 0 0 1 3 0 0 0 1
w2 -1 w1 w1 -3 -1 -3 +2 -1 -1 +2 ini. +2 w1 mid. mid.	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
+3 w1 -2 -2 -2 eos fin. -3 rep. w1 -3 -3 +2 +1 -3 -1	0 3 1 1 2 0 3 1 1 2 0 3 1 1 2 0 3 1 1 2 0 3 1 1	0 3 1 1 2 0 3 1 1 2 0 3 1 1 2 0 3 1 1 2 0 3 1 1
w1 mid. mid. eos -2 +2 w2 eos eos w3 +1 w3 fin. -3 fin. w3 -3 w3 w2 mid.	0 0 1 9 9 9 9 10 11 11 11 11 12 19 9 9 9 9 10 11 11 11 11 12	0 0 1 9 9 9 9 10 11 11 11 11 12 19 9 9 9 9 10 11 11 11 11 12
mid. +3 +2 eos fin. eos w2 eos eos eos eos mid. w3 -2	0 6 6 6 7	0 6 6 6 7
w1 w1 w1 +1 +3 eos -1 w1 +1 w1 -3	0 0 1 1 2 2 3 4 7 7 8 9 9 10 7 7 8 9 9 10 7 7 8 9	0 0 1 1 2 2 3 4 7 7 8 9 9 10 7 7 8 9 9 10 7 7 8 9
w3 w1 +3 fin. eos -2 eos rep. w2 +2 +1 eos -1 mid. mid.	0 0 0 0 1 1 2 5 3 14 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 0 0 0 1 1 2 5 3 14 7 7 7 7 7 7 7 7 7 7 7 7 7 7
mid. mid. w2 w1 eos eos -2 eos eos +1 mid. -1	0 5	0 5
w1 -1 +3 fin. w3 w2 rep. +3 -3 +3 +2 w1 w2 +2 w3 rep. +2 mid. w2 -3	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
+1 +1 w2 -2 eos eos fin. rep. w3 fin. ini. w2 eos w3 w3 -2	0 1 2 2 2 3 1 2 2 2 3 1 2 2 2 3 1 2 2 2 3 1 2 2	0 1 2 2 2 3 1 2 2 2 3 1 2 2 2 3 1 2 2 2 3 1 2 2
+3 +2 +2 eos w1 eos +1 eos mid. -2 mid.	0 3	0 3
w2 w3 +2 eos +2 ini. -2 eos +2 -1 eos mid. w3 -2	0 0 0 1 1 1 1 2 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6	0 0 0 1 1 1 1 2 4 6 4 6 4 6 4 6 4 6 4 6 4 6 4 6
+3 w1 +1 +2 eos w2 -3 eos eos fin. w3 -2 -1	0 3 5 5 5 6 3 5 5 5 6 3 5 5 5 6 3 5 5 5 6 3 5 5	0 3 5 5 5 6 3 5 5 5 6 3 5 5 5 6 3 5 5 5 6 3 5 5
w2 w2 w2 w2 eos -2 -3 -3 w1 eos w3 +2 w3 mid. -2	0 0 0 1 1 1 2 2 2 3 3 3 4	0 0 0 1 1 1 2 2 2 3 3 3 4
w3 mid. mid. w1 w3 +3 eos eos +2 eos eos rep. eos eos w1 -1 mid. mid.	0 0 0 0 1 8 10	0 0 0 0 1 8 10
+1 mid. mid. w3 +2 fin. -1 eos ini. +2 eos eos +2 -1 -3	0 1 7	0 1 7
mid. mid. mid. w2 eos eos eos -1 +2 +2 w1 mid.	0 5	0 5
+2 w3 +2 +2 eos -2 fin. eos rep. eos -2 w3 +1 w1 mid. -2	0 2 4	0 2 4
+1 w1 +2 +2 fin. +3 -3 eos w1 eos w3 +2 w3 fin. mid. w2 mid.	0 1 1 2 4 16 8 8 9	0 1 1 2 4 16 8 8 9
w1 w2 mid. -3 +2 +2 +1 w2 eos -1 eos eos +1 eos +1 w1 mid. mid.	0 0 1 1 1 2 8	0 0 1 1 1 2 8
w2 -1 mid. eos eos -2 w1 +1 w3 eos +1 mid. mid. -2	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
w3 +2 +1 ini. rep. ini. w2 -1 w3 +1 +1 -2	0 0 0 0 1 3 0 0 0 0 1 3 0 0 0 0 1 3 0 0 0 0 1 3	0 0 0 0 1 3 0 0 0 0 1 3 0 0 0 0 1 3 0 0 0 0 1 3
w3 +1 -2 fin. +2 w3 -2 -2 +3 w1 mid. mid.	0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 1 2	0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 1 2
w2 +1 -1 eos rep. rep. eos -3 ini. eos ini. eos w2 -2 -1 -2	0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1	0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1
+3 w3 w1 w1 mid. +2 eos eos eos +1 eos w3 mid. mid.	0 3 3 4 6	0 3 3 4 6
mid. +2 +3 -1 -3 eos ini. -1 +3 -2 +1 mid.	0 5	0 5
mid. +3 mid. eos eos -1 w2 eos -2 w2 mid.	0 5 4	0 5 4
+1 +1 w3 -3 eos rep. ini. +1 eos -3 fin. w1 +1 -3	0 1 2 2 2 2 3 0 1 2 2 2 2 3 0 1 2 2 2 2 3 0 1 2	0 1 2 2 2 2 3 0 1 2 2 2 2 3 0 1 2 2 2 2 3 0 1 2
w2 -1 +3 eos eos -2 w1 -1 -1 +1 mid.	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
+3 +3 w2 eos +2 -1 ini. w2 rep. w3 w1 -3 -2 fin. +3 -1 -3 mid. +1 mid.	0 3	0 3
+2 mid. mid. eos eos -1 +3 eos mid. w3 mid.	0 2 5 4	0 2 5 4
mid. w3 -2 rep. eos ini. eos -2 ini. -2 w1 -3 mid.	0 6	0 6
+1 mid. w2 w3 +2 -3 eos ini. fin. eos +3 ini. rep. ini. fin. +1 +1 mid.	0 1 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17	0 1 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17 8 17
+2 -1 +3 eos w3 -1 eos eos eos eos w3 ini. -2 w2 mid.	0 2 5 4 4 4 4 5 4 4 4 4 5 4 4 4 4 5 4 4 4 4 5 4	0 2 5 4 4 4 4 5 4 4 4 4 5 4 4 4 4 5 4 4 4 4 5 4
+3 mid. mid. eos eos eos eos +3 -2 -2 -1	0 3	0 3
mid. w1 +1 +3 +2 -1 -1 w3 w3 rep. rep. +3 eos w3 w3 ini. w3 -1 -2	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
+1 +2 -2 eos +1 -3 -1 w3 w1 mid. -1 -2	0 1 3	0 1 3
+2 w1 mid. fin. fin. w1 +1 +3 eos eos w2 fin. -3 w2 +2 -2 -1 +2 -2 mid.	0 2 9	0 2 9
+2 w2 +1 w3 +3 ini. rep. w1 rep. w2 eos +3 -3 +2 -3 +2 mid. -2	0 2 3 3 3 3 4 7 7 8 8 9 9 9 10	0 2 3 3 3 3 4 7 7 8 8 9 9 9 10
w2 w1 mid. +1 ini. eos -1 -2 -1 eos rep. -1 fin. eos -3 w1 -1	0 0 0 1 1 2 8 7 5	0 0 0 1 1 2 8 7 5
w1 +2 -2 ini. eos fin. +1 +2 +1 w2 ini. w3 +1 -2 eos -3 +1 w1 -1	0 0 1 3 0 0 1 3 0 0 1 3 0 0 1 3 0 0 1 3 0 0 1 3	0 0 1 3 0 0 1 3 0 0 1 3 0 0 1 3 0 0 1 3 0 0 1 3
w3 mid. -2 eos +3 -2 w1 eos -3 w3 -2	0 0 0 0 1 5 3	0 0 0 0 1 5 3
w2 +1 +3 +3 +3 fin. w1 +2 +1 fin. eos rep. fin. w3 eos +3 +1 w3 w2 mid.	0 0 0 1 2 5 19 9 19 9 19 9 19 9 19 9 19 9 19 9 19 9 19 9	0 0 0 1 2 5 19 9 19 9 19 9 19 9 19 9 19 9 19 9 19 9 19 9
w1 +1 -2 fin. eos -3 w1 w3 -2 eos w1 +3 w1 w3 -1	0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2	0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2 0 0 1 2
w3 w2 mid. eos w1 fin. ini. -3 -3 ini. +3 +2 fin. rep. w3 +1 -3 w1 -3 mid.	0 0 0 0 1 1 1 2 9 0 0 0 0 1 1 1 2 9 0 0 0 0 1 1	0 0 0 0 1 1 1 2 9 0 0 0 0 1 1 1 2 9 0 0 0 0 1 1
mid. +2 mid. w3 eos eos -1 eos -3 mid. mid.	0 5	0 5
w1 mid. -1 -3 +2 rep. eos ini. w2 w2 -1	0 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	0 0 1 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
w1 mid. +2 -1 ini. w1 eos +3 -2 ini. +3 w1 rep. w2 w2 +1 +1 -2 w3 -1	0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9	0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9
mid. +3 w3 +3 -1 w2 -1 +3 ini. mid. -1 mid.	0 5 5 5 6 5 5 5 6 5 5 5 6 5 5 5 6 5 5 5 6 5 5 5	0 5 5 5 6 5 5 5 6 5 5 5 6 5 5 5 6 5 5 5 6 5 5 5
w1 mid. mid. eos +3 +1 eos +2 eos -3 -3 mid. mid. -3	0 0 1 6	0 0 1 6
w3 w2 mid. eos eos -3 eos rep. -1 w1 mid. w2 -1	0 0 0 0 1 1 1 2 6	0 0 0 0 1 1 1 2 6
mid. -1 -2 w2 eos +3 -3 fin. eos +2 w2 -3 -1	0 6 3 3 3 4	0 6 3 3 3 4
mid. mid. mid. -3 rep. eos fin. w1 -3 w1 mid.	0 5	0 5
w2 mid. +2 eos eos -2 +1 eos +3 eos w1 w3 ini. +2 -1 -1	0 0 0 1 7	0 0 0 1 7
w3 +3 +3 +2 -2 eos +2 eos rep. -1 w3 +3 ini. fin. mid. mid. mid.	0 0 0 0 1 4 2 5	0 0 0 0 1 4 2 5
w1 w1 -2 -3 rep. w2 ini. w1 eos w3 eos +3 +1 -3 mid. mid. -2	0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1	0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1
w2 +2 -1 eos +2 w3 -2 fin. w3 eos -3 -3 w1 eos +2 mid. -3	0 0 0 1 3	0 0 0 1 3
mid. w1 +2 +3 -2 -1 +3 w2 eos eos rep. mid. -2 mid.	0 6 9	0 6 9
w3 +1 -1 w3 ini. w3 eos w1 mid. +1 mid.	0 0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2	0 0 0 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
w2 mid. +2 eos eos w2 +2 w3 -3 w3 rep. -3 -2 -2	0 0 0 1 6 8 5 5 5 6 8 5 5 5 6 8 5 5 5 6 8 5 5 5	0 0 0 1 6 8 5 5 5 6 8 5 5 5 6 8 5 5 5 6 8 5 5 5
+3 +2 +2 +2 w2 +2 w1 -2 fin. -1 w2 ini. +3 -2 +1 rep. mid. w2 mid.	0 3 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7	0 3 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7 5 7
+3 +3 mid. -1 +1 -2 -2 -2 -2 +1 ini. w2 eos +2 +1 mid.	0 3 2 7 5 3 2 7 5 3 2 7 5 3 2 7 5 3 2 7 5 3 2 7	0 3 2 7 5 3 2 7 5 3 2 7 5 3 2 7 5 3 2 7 5 3 2 7
+2 +1 mid. w3 -1 -1 w2 ini. -2 +2 -2 w2 +3 +1 w1 mid.	0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7	0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7
+2 +2 -1 +1 +1 -3 rep. -1 fin. eos ini. ini. w2 -1 mid.	0 2 1 3 4 5 2 1 3 4 5 2 1 3 4 5 2 1 3 4 5 2 1 3	0 2 1 3 4 5 2 1 3 4 5 2 1 3 4 5 2 1 3 4 5 2 1 3
mid. mid. +1 +3 +3 -2 fin. -2 rep. eos -3 w1 -2 w1 w3 mid.	0 7 5 3 6 15 7 5 3 6 15 7 5 3 6 15 7 5 3 6 15 7 5 3	0 7 5 3 6 15 7 5 3 6 15 7 5 3 6 15 7 5 3 6 15 7 5 3
+3 +1 fin. w3 +2 w3 -1 w3 ini. eos w1 -1 eos -2 -3 +1 rep. -2 mid. -2	0 3 3 3 3 4 6 5 5 5 5 6 5 5 5 5 6 5 5 5 5 6 5 5	0 3 3 3 3 4 6 5 5 5 5 6 5 5 5 5 6 5 5 5 5 6 5 5
+3 mid. -1 w3 w3 w1 w2 -1 w3 w3 -2 ini. +1 eos -1 mid. w2 mid.	0 3 3 3 3 4 4 4 4 5 5 6 6 6 7 6 6 6 7 6 6 6 7 6	0 3 3 3 3 4 4 4 4 5 5 6 6 6 7 6 6 6 7 6 6 6 7 6
+2 mid. +1 w1 -1 +1 w1 eos eos -3 w2 w2 -1	0 2 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4 3	0 2 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4 3
w2 -1 mid. ini. fin. +2 eos ini. w1 w3 -3 -3 mid.	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
+1 w1 -1 -2 +1 +2 w2 -2 eos +2 +1 rep. w2 eos fin. rep. mid. -1 mid.	0 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1	0 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1
